   45  102  245  302  445  502  645  702
   97  102  297  302  497  503  697  703
   80  186  280  386  479  586  679  786
   58  191  258  391  458  591  658  791
   17  166  217  366  417  566  617  618  765
   20   21  184  221  384  421  583  621  622  783
   34  136  234  336  434  537  634  737
   50  141  249  250  342  449  542  649  742
   78  114  278  314  478  514  515  678  715
   20  116  220  316  420  516  620  716
   78  150  279  350  479  550  679  750
   17  134  217  334  417  534  617  734
   30  168  230  368  430  568  630  768
   62  193  262  393  462  593  662  793
   95  194  295  394  494  594  694  794
   47  179  247  379  447  579  647  779
   97  110  297  310  497  510  697  711
   57  150  257  350  456  550  656  750
   76  118  276  319  476  519  675  676  719
    5  137  205  337  405  538  605  738
    0  197  200  397  401  596  601  796
  299  387  499  586  699  786
   20  121  122  220  322  420  522  620  722
   14  103  214  303  413  504  613  704
    6  170  206  370  407  570  607  770
   83  183  283  383  483  583  682  783
   23  151  223  351  423  551  623  752
   39  170  239  370  439  570  640  770
   83  153  283  353  483  553  683  753
   47  166  247  366  447  566  647  766
    2  149  203  349  403  549  603  749
   81  136  281  337  481  537  680  737
   46  149  246  349  446  549  646  749
   48  109  248  309  448  509  648  709
   70  143  270  343  469  543  669  743
   13  146  214  346  414  546  614  746
   98  168  298  368  497  498  568  697  768
   50  181  249  380  449  580  649  780
   50  169  250  369  450  569  650  770
    4  158  204  358  359  404  559  604  759
   20  166  220  366  421  566  621  766
    7  132  207  332  407  532  607  733
   15  184  215  384  415  584  615  784
   59  107  258  308  458  508  658  708
   13  194  214  394  414  593  614  793
   97  181  297  381  497  581  696  781
   49  185  249  384  449  584  649  784
   35  100  235  300  434  501  634  701
   86   87  185  286  384  486  584  686  783
   95  131  295  331  495  531  695  731
   18  107  219  307  419  508  619  708
   70  142  270  342  470  542  669  742
   80  100  280  300  480  500  680  700
   91  124  290  324  490  524  690  724
   26  180  226  380  426  580  626  780
   21  112  222  312  422  512  622  712
   45  123  244  245  323  444  523  644  724
  400  504  600  704
   39  179  239  379  439  579  640  778
   14  131  214  331  414  531  614  731
   65  174  265  374  465  574  665  774
   93  103  293  304  493  504  693  704
   62  127  262  327  462  527  662  727
   30  106  230  306  430  507  630  707
   14  194  214  394  414  594  615  794
   76  124  276  324  476  525  676  725
   68  113  268  313  468  513  668  713  714
   42  124  242  324  442  524  642  724
   42  183  242  382  442  582  642  781
   80  154  280  354  480  554  680  754
   50  171  250  371  450  571  650  771
  513  600  714
   44  169  244  369  444  569  643  769
   95  112  295  312  495  512  695  712
